rid,datetime,host,src,proto,type,spt,dpt,srcstr,cc,country,locale,latitude,longitude,Label
172.217.5.227-10.42.0.211-443-37710-6,03-06-13 9:26,groucho-oregon,1033070356,TCP,Fashion,6000,1433,61.147.103.20,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.211-104.193.88.109-53762-80-6,03-06-13 9:27,groucho-eu,1627302658,TCP,Question & Answer,58033,80,96.254.171.2,US,United States,Florida,28.3031,-82.7048,0
172.217.10.133-10.42.0.151-443-44771-6,03-06-13 9:27,groucho-singapore,2054425409,TCP,Military,39653,23,122.116.11.65,TW,Taiwan,Taipei,25.0392,121.525,0
172.217.10.42-10.42.0.211-443-53809-6,03-06-13 9:28,groucho-oregon,3235001155,TCP,"Consulting,Accounting",6000,1433,192.210.51.67,US,United States,California,34.0115,-117.8535,0
10.42.0.211-123.125.29.138-48801-443-6,03-06-13 9:29,groucho-oregon,1995741826,TCP,"Financial,Credit Reporting",6000,1433,118.244.154.130,CN,China,Beijing Shi,39.9289,116.3883,1
202.77.129.150-10.42.0.211-80-57002-6,03-06-13 9:29,groucho-us-east,3175447502,ICMP,Financial,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,0
10.42.0.211-23.194.141.179-52791-443-6,03-06-13 9:29,groucho-us-east,3175447502,ICMP,Telecoms,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,1
10.42.0.211-103.235.46.212-60285-80-6,03-06-13 9:29,groucho-us-east,3175447502,ICMP,Political,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,0
10.42.0.151-104.41.208.54-35546-443-6,03-06-13 9:29,groucho-us-east,3175447502,ICMP,Hotel,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,1
172.217.10.109-10.42.0.151-443-58063-6,03-06-13 9:31,groucho-singapore,2027002106,TCP,Retail,6000,3306,120.209.152.250,CN,China,,35,105,0
183.79.249.252-10.42.0.211-443-52908-6,03-06-13 9:34,groucho-oregon,1945101794,TCP,Media,6000,1433,115.239.229.226,CN,China,Zhejiang Sheng,30.2936,120.1614,1
198.11.136.24-10.42.0.211-443-45568-6,03-06-13 9:36,groucho-tokyo,1839847793,TCP,"Web,Tech",2481,445,109.169.217.113,RU,Russia,Samarskaya Oblast',53.5303,49.3461,1
10.42.0.211-64.71.142.124-45519-443-6,03-06-13 9:36,groucho-tokyo,1839847793,TCP,Fashion,2481,445,109.169.217.113,RU,Russia,Samarskaya Oblast',53.5303,49.3461,0
208.185.50.75-10.42.0.151-443-47080-6,03-06-13 9:37,groucho-tokyo,1962931786,TCP,Question & Answer,6000,3389,116.255.246.74,CN,China,Zhejiang Sheng,27.8456,120.4928,1
10.42.0.151-10.42.0.1-27806-53-17,03-06-13 9:37,groucho-oregon,987620702,TCP,Military,6000,1433,58.221.229.94,CN,China,Jiangsu Sheng,32.0617,118.7778,0
209.10.120.26-10.42.0.211-80-55715-6,03-06-13 9:39,groucho-singapore,3522182957,TCP,"Consulting,Accounting",34002,22,209.240.63.45,US,United States,Louisiana,29.6997,-91.0655,0
10.42.0.211-66.102.255.61-45960-443-6,03-06-13 9:39,groucho-singapore,3522182957,TCP,"Financial,Credit Reporting",34002,22,209.240.63.45,US,United States,Louisiana,29.6997,-91.0655,1
10.42.0.151-66.231.239.122-42287-80-6,03-06-13 9:40,groucho-tokyo,782674389,TCP,Financial,1191,3128,46.166.169.213,LT,Lithuania,,56,24,1
172.217.6.205-10.42.0.42-443-33472-6,03-06-13 9:40,groucho-tokyo,782674389,TCP,Telecoms,1191,3128,46.166.169.213,LT,Lithuania,,56,24,0
172.217.10.46-10.42.0.151-443-37232-6,03-06-13 9:41,groucho-tokyo,782674389,TCP,Political,1191,3128,46.166.169.213,LT,Lithuania,,56,24,1
172.217.11.10-10.42.0.151-443-48166-6,03-06-13 9:41,groucho-tokyo,1314166508,TCP,Hotel,1121,445,78.84.150.236,LV,Latvia,Riga,56.95,24.1,0
10.42.0.211-23.206.173.182-40986-80-6,03-06-13 9:41,groucho-tokyo,1314166508,TCP,Retail,1121,445,78.84.150.236,LV,Latvia,Riga,56.95,24.1,1
151.101.45.140-10.42.0.151-443-56190-6,03-06-13 9:41,groucho-tokyo,3689613553,TCP,"Financial,Credit Reporting",6000,1433,219.235.8.241,CN,China,Beijing Shi,39.9289,116.3883,0
183.79.249.252-10.42.0.42-443-39956-6,03-06-13 9:43,zeppo-norcal,1441350408,ICMP,Financial,,,85.233.67.8,RU,Russia,Tatarstan,55.7887,49.1221,1
10.42.0.211-104.192.108.27-52157-80-6,03-06-13 9:46,groucho-oregon,3740374668,TCP,Telecoms,63724,1433,222.241.150.140,CN,China,Hunan,28.1792,113.1136,0
151.101.20.166-10.42.0.211-443-49126-6,03-06-13 9:46,groucho-oregon,1032051418,TCP,Political,6000,1433,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0
10.42.0.211-66.198.24.240-34383-443-6,03-06-13 9:47,groucho-tokyo,1035975857,TCP,Hotel,6000,1433,61.191.188.177,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.211-54.230.49.105-51368-443-6,03-06-13 9:48,groucho-tokyo,1033415163,TCP,Retail,6000,1433,61.152.169.251,CN,China,Shanghai Shi,31.0456,121.3997,0
10.42.0.211-23.206.166.66-51075-80-6,03-06-13 9:48,groucho-us-east,181196429,TCP,Media,59941,80,10.204.214.141,,,,,,0
140.205.230.8-10.42.0.211-443-46196-6,03-06-13 9:48,groucho-us-east,181196429,TCP,"Web,Tech",59941,80,10.204.214.141,,,,,,1
10.42.0.211-72.30.3.43-52500-443-6,03-06-13 9:48,groucho-us-east,181196429,TCP,Fashion,35909,8080,10.204.214.141,,,,,,1
202.77.129.150-10.42.0.42-80-59070-6,03-06-13 9:48,groucho-us-east,181196429,TCP,Question & Answer,35909,8080,10.204.214.141,,,,,,0
151.101.45.140-10.42.0.211-443-48557-6,03-06-13 9:51,groucho-sa,1990744069,UDP,Military,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,0
202.77.129.185-10.42.0.42-80-39691-6,03-06-13 9:51,groucho-sa,1990744069,UDP,"Consulting,Accounting",2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,0
162.208.22.39-10.42.0.211-443-45089-6,03-06-13 9:51,groucho-sa,1990744069,UDP,"Financial,Credit Reporting",2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,1
10.42.0.151-31.13.80.5-42847-443-6,03-06-13 9:51,groucho-sa,1990744069,UDP,Financial,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,1
172.217.6.234-10.42.0.211-443-40988-6,03-06-13 9:51,groucho-sa,1990744069,UDP,Telecoms,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,1
10.42.0.151-31.13.80.52-45881-443-6,03-06-13 9:52,groucho-sa,1990744069,UDP,Political,2000,42776,118.168.88.5,TW,Taiwan,Taipei,25.0392,121.525,1
202.77.129.146-10.42.0.211-80-55007-6,03-06-13 9:51,groucho-singapore,1481641798,TCP,Hotel,55929,23,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-52.84.29.154-47419-443-6,03-06-13 9:51,groucho-singapore,1481641798,TCP,Retail,55929,23,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-10.42.0.1-46250-53-17,03-06-13 9:51,groucho-singapore,1481641798,TCP,Media,55929,23,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.151-103.7.30.118-57562-80-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,"Web,Tech",55929,23,88.80.15.70,SE,Sweden,,62,15,0
172.217.3.106-10.42.0.211-443-54359-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Fashion,55929,23,88.80.15.70,SE,Sweden,,62,15,0
172.217.11.42-10.42.0.42-443-52474-6,03-06-13 9:52,groucho-tokyo,2031881140,TCP,Question & Answer,8888,1433,121.28.11.180,CN,China,Hebei,39.8897,115.275,0
172.217.6.206-10.42.0.151-443-54139-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Military,40729,22,88.80.15.70,SE,Sweden,,62,15,1
202.77.129.150-10.42.0.211-443-35365-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,"Consulting,Accounting",40729,22,88.80.15.70,SE,Sweden,,62,15,0
172.217.10.234-10.42.0.151-443-36216-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",40729,22,88.80.15.70,SE,Sweden,,62,15,1
172.217.10.78-10.42.0.151-443-41477-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Financial,40729,22,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-10.42.0.1-38497-53-17,03-06-13 9:52,groucho-singapore,1481641798,TCP,Telecoms,40729,22,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-64.71.142.110-41295-443-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Political,34571,110,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-36.110.213.174-45121-443-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Hotel,34571,110,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.42-103.235.46.212-48461-80-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Retail,34571,110,88.80.15.70,SE,Sweden,,62,15,1
172.217.3.99-10.42.0.151-443-47155-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Advertising,34571,110,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-10.42.0.1-61548-53-17,03-06-13 9:52,groucho-singapore,1481641798,TCP,Gaming,34571,110,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.151-66.231.239.122-35962-80-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Banking,33164,143,88.80.15.70,SE,Sweden,,62,15,0
172.217.10.110-10.42.0.151-443-37363-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Transport,33164,143,88.80.15.70,SE,Sweden,,62,15,0
172.217.6.196-10.42.0.211-443-34291-6,03-06-13 9:52,groucho-singapore,1481641798,TCP,Healthcare,33164,143,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-10.42.0.1-58605-53-17,03-06-13 9:53,groucho-singapore,1481641798,TCP,Web,33164,143,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.1-10.42.0.42-53-28396-17,03-06-13 9:53,groucho-singapore,1481641798,TCP,Fashion,33164,143,88.80.15.70,SE,Sweden,,62,15,0
158.85.48.247-10.42.0.42-5222-50344-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Question & Answer,39386,3306,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-54.192.36.221-37446-443-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,"Government, Database",39386,3306,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-10.42.0.1-14916-53-17,03-06-13 9:53,groucho-singapore,1481641798,TCP,Ticket Distribution,39386,3306,88.80.15.70,SE,Sweden,,62,15,1
203.205.191.25-10.42.0.211-80-38755-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Consumer Goods,39386,3306,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.151-10.42.0.1-10317-53-17,03-06-13 9:53,groucho-singapore,1481641798,TCP,Military,39386,3306,88.80.15.70,SE,Sweden,,62,15,1
172.217.12.206-10.42.0.151-443-41753-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,"Consulting,Accounting",43903,2323,88.80.15.70,SE,Sweden,,62,15,0
172.217.10.42-10.42.0.211-443-33075-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",43903,2323,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.42-106.39.169.66-36669-80-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Financial,43903,2323,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-52.84.40.108-55551-443-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Telecoms,43903,2323,88.80.15.70,SE,Sweden,,62,15,0
172.217.10.225-10.42.0.211-443-59051-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Political,43903,2323,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-61.135.185.139-54597-80-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Hotel,43535,5432,88.80.15.70,SE,Sweden,,62,15,1
202.77.129.150-10.42.0.211-80-47893-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Retail,43535,5432,88.80.15.70,SE,Sweden,,62,15,1
162.219.250.210-10.42.0.211-80-58677-6,03-06-13 9:53,groucho-singapore,1481641798,TCP,Media,43535,5432,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-54.192.38.236-54565-443-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,"Web,Tech",43535,5432,88.80.15.70,SE,Sweden,,62,15,0
172.217.12.170-10.42.0.211-443-53888-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Fashion,43535,5432,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.151-104.193.88.109-58873-80-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Question & Answer,43328,25,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-10.42.0.1-45402-53-17,03-06-13 9:54,groucho-singapore,1481641798,TCP,"Government, Database",43328,25,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.151-118.123.114.134-43468-80-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Ticket Distribution,43328,25,88.80.15.70,SE,Sweden,,62,15,1
174.35.73.108-10.42.0.42-80-34972-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Consumer Goods,43328,25,88.80.15.70,SE,Sweden,,62,15,1
172.217.3.106-10.42.0.211-443-40854-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Military,43328,25,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-107.22.224.100-40851-443-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,"Consulting,Accounting",35709,80,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.1-10.42.0.42-5351-55223-17,03-06-13 9:54,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",35709,80,88.80.15.70,SE,Sweden,,62,15,1
172.217.10.226-10.42.0.42-443-55999-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Military,35709,80,88.80.15.70,SE,Sweden,,62,15,0
182.22.24.124-10.42.0.211-443-55202-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,"Consulting,Accounting",35709,80,88.80.15.70,SE,Sweden,,62,15,0
180.149.134.142-10.42.0.211-80-61000-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",35709,80,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.151-10.42.0.1-6414-53-17,03-06-13 9:54,groucho-singapore,1481641798,TCP,Financial,36966,80,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-64.71.142.95-57971-443-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Telecoms,36966,80,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-31.13.80.8-52716-443-6,03-06-13 9:54,groucho-singapore,1481641798,TCP,Political,36966,80,88.80.15.70,SE,Sweden,,62,15,1
169.45.248.189-10.42.0.211-5222-52303-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Hotel,36966,80,88.80.15.70,SE,Sweden,,62,15,0
216.58.212.163-10.42.0.151-443-44668-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Retail,36966,80,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-52.84.136.193-58208-443-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Media,36148,21,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-23.194.181.192-33604-443-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,"Web,Tech",36148,21,88.80.15.70,SE,Sweden,,62,15,1
172.217.12.174-10.42.0.211-443-60638-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Fashion,36148,21,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.151-104.254.66.16-43914-80-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Question & Answer,36148,21,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.151-112.80.248.220-49642-443-6,03-06-13 9:55,groucho-sa,1627302658,TCP,Military,43718,3128,96.254.171.2,US,United States,Florida,28.3031,-82.7048,1
10.42.0.211-104.97.95.172-45763-80-6,03-06-13 9:55,groucho-sa,1627302658,TCP,"Consulting,Accounting",43718,3128,96.254.171.2,US,United States,Florida,28.3031,-82.7048,0
10.42.0.211-66.231.239.120-48297-443-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",36148,21,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.151-31.13.65.7-45502-443-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Financial,56599,111,88.80.15.70,SE,Sweden,,62,15,1
182.22.65.138-10.42.0.42-443-52241-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Telecoms,56599,111,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.42-54.192.38.65-33411-443-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Political,56599,111,88.80.15.70,SE,Sweden,,62,15,0
172.217.12.129-10.42.0.151-443-40654-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Hotel,56599,111,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.151-10.42.0.1-28700-53-17,03-06-13 9:55,groucho-singapore,1481641798,TCP,Retail,56599,111,88.80.15.70,SE,Sweden,,62,15,0
172.217.3.106-10.42.0.42-443-36374-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Media,35083,445,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.42-31.13.80.37-46509-443-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,"Web,Tech",35083,445,88.80.15.70,SE,Sweden,,62,15,0
175.100.207.231-10.42.0.151-80-33026-6,03-06-13 9:55,groucho-singapore,1481641798,TCP,Fashion,35083,445,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-42.56.79.161-34807-80-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Question & Answer,35083,445,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.42-104.192.110.245-44347-80-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Military,35083,445,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-64.71.142.124-36916-80-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,"Consulting,Accounting",40004,135,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-10.42.0.1-29544-53-17,03-06-13 9:56,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",40004,135,88.80.15.70,SE,Sweden,,62,15,0
172.217.9.227-10.42.0.151-443-57944-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Financial,40004,135,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-23.205.20.233-38951-80-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Telecoms,40004,135,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-66.198.24.225-33402-80-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Political,40004,135,88.80.15.70,SE,Sweden,,62,15,1
172.217.9.234-10.42.0.211-443-60890-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Hotel,37657,445,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-66.198.24.225-58094-443-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Retail,37657,445,88.80.15.70,SE,Sweden,,62,15,0
198.11.189.16-10.42.0.211-443-54099-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Media,37657,445,88.80.15.70,SE,Sweden,,62,15,0
203.205.179.172-10.42.0.151-80-37315-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,"Web,Tech",37657,445,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-104.97.95.172-43733-80-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Fashion,40004,135,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.42-66.231.239.124-47794-443-6,03-06-13 9:56,groucho-singapore,1481641798,TCP,Question & Answer,37657,445,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.42-36.110.210.167-47291-80-6,03-06-13 9:57,groucho-singapore,1481641798,TCP,Military,37657,445,88.80.15.70,SE,Sweden,,62,15,1
10.42.0.211-123.125.29.138-36592-443-6,03-06-13 9:57,groucho-singapore,1481641798,TCP,"Consulting,Accounting",41448,445,88.80.15.70,SE,Sweden,,62,15,1
216.58.217.131-10.42.0.42-443-60608-6,03-06-13 9:57,groucho-singapore,1481641798,TCP,"Financial,Credit Reporting",41448,445,88.80.15.70,SE,Sweden,,62,15,0
172.217.10.110-10.42.0.151-443-46335-6,03-06-13 9:57,groucho-singapore,1481641798,TCP,Financial,41448,445,88.80.15.70,SE,Sweden,,62,15,1
172.217.10.129-10.42.0.42-443-45605-6,03-06-13 9:57,groucho-singapore,1481641798,TCP,Telecoms,41448,445,88.80.15.70,SE,Sweden,,62,15,0
10.42.0.211-77.234.44.201-44828-80-6,03-06-13 9:57,groucho-singapore,1481641798,TCP,Political,41448,445,88.80.15.70,SE,Sweden,,62,15,0
173.194.204.188-10.42.0.151-5228-59518-6,03-06-13 10:01,groucho-eu,2107711296,UDP,Hotel,20902,10668,125.161.31.64,ID,Indonesia,,-5,120,0
10.42.0.211-103.7.30.118-49036-80-6,03-06-13 10:02,groucho-oregon,843564790,TCP,Retail,47453,23,50.71.198.246,CA,Canada,Manitoba,49.853,-97.0998,1
172.217.10.46-10.42.0.151-443-53882-6,03-06-13 10:02,groucho-oregon,1653548224,TCP,Media,30269,8123,98.143.36.192,US,United States,Arizona,33.4357,-111.9171,0
220.243.235.201-10.42.0.211-80-53653-6,03-06-13 10:03,groucho-singapore,1032119664,TCP,"Web,Tech",6000,1433,61.132.229.112,CN,China,Anhui Sheng,31.8639,117.2808,1
172.217.3.106-10.42.0.211-443-38364-6,03-06-13 10:04,groucho-tokyo,710968233,TCP,Fashion,6000,1433,42.96.131.169,CN,China,Beijing Shi,39.9289,116.3883,0
180.149.136.194-10.42.0.211-80-41636-6,03-06-13 10:04,groucho-oregon,1017977401,TCP,Question & Answer,6000,1433,60.173.26.57,CN,China,Anhui Sheng,31.8639,117.2808,1
10.42.0.151-114.134.80.163-44389-80-6,03-06-13 10:06,groucho-tokyo,1017974347,TCP,"Financial,Credit Reporting",6000,8080,60.173.14.75,CN,China,Anhui Sheng,31.8639,117.2808,0
10.42.0.211-10.42.0.1-48987-53-17,03-06-13 10:09,groucho-tokyo,3689792697,TCP,Financial,6000,6668,219.237.196.185,CN,China,Beijing Shi,39.9289,116.3883,1
10.42.0.42-13.107.254.128-36664-443-6,03-06-13 10:09,groucho-tokyo,3689792697,TCP,Telecoms,6000,6675,219.237.196.185,CN,China,Beijing Shi,39.9289,116.3883,1
172.217.3.99-10.42.0.151-443-36341-6,03-06-13 10:09,groucho-tokyo,3689792697,TCP,Political,6000,8080,219.237.196.185,CN,China,Beijing Shi,39.9289,116.3883,0
10.42.0.211-123.125.29.138-37824-443-6,03-06-13 10:10,groucho-tokyo,1430888341,TCP,Hotel,2093,445,85.73.159.149,GR,Greece,Attica,37.9667,23.65,1
172.217.10.42-10.42.0.151-443-36235-6,03-06-13 10:10,groucho-tokyo,1430888341,TCP,Retail,2093,445,85.73.159.149,GR,Greece,Attica,37.9667,23.65,0
10.42.0.211-52.84.29.154-55848-443-6,03-06-13 10:11,groucho-tokyo,1915551913,TCP,Media,2000,445,114.45.0.169,TW,Taiwan,Taipei,25.0392,121.525,0
10.42.0.151-10.42.0.1-21272-53-17,03-06-13 10:11,groucho-tokyo,1915551913,TCP,"Web,Tech",2000,445,114.45.0.169,TW,Taiwan,Taipei,25.0392,121.525,1
151.101.117.140-10.42.0.151-443-38006-6,03-06-13 10:16,groucho-singapore,1033070424,TCP,Fashion,6000,1433,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,1
172.217.12.163-10.42.0.151-443-54194-6,03-06-13 10:18,groucho-tokyo,2947999329,TCP,Question & Answer,1172,23,175.182.230.97,TW,Taiwan,Taipei,25.0392,121.525,0
172.217.11.8-10.42.0.211-443-34214-6,03-06-13 10:18,groucho-oregon,1944861508,TCP,Military,6000,1433,115.236.59.68,CN,China,Zhejiang Sheng,30.2936,120.1614,1
172.217.3.106-10.42.0.42-443-38736-6,03-06-13 10:18,groucho-tokyo,975981801,TCP,"Consulting,Accounting",41237,1433,58.44.76.233,CN,China,Hunan,28.1792,113.1136,0
10.42.0.211-10.42.0.1-59918-53-17,03-06-13 10:20,groucho-singapore,2061505413,TCP,"Financial,Credit Reporting",6000,1433,122.224.19.133,CN,China,Zhejiang Sheng,30.2936,120.1614,1
10.42.0.211-10.42.0.1-27584-53-17,03-06-13 10:20,groucho-singapore,3162820858,TCP,Financial,11695,22,188.132.208.250,TR,Turkey,Van,38.3379,43.1831,0
10.42.0.42-104.254.66.16-45739-80-6,03-06-13 10:21,groucho-tokyo,1032119664,TCP,Telecoms,6000,1433,61.132.229.112,CN,China,Anhui Sheng,31.8639,117.2808,1
180.76.151.225-10.42.0.42-80-51634-6,03-06-13 10:22,groucho-oregon,3689611620,TCP,Political,6000,1433,219.235.1.100,CN,China,Beijing Shi,39.9289,116.3883,0
183.3.235.80-10.42.0.211-80-52754-6,03-06-13 10:25,groucho-eu,3175447502,ICMP,Hotel,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,0
172.217.10.42-10.42.0.211-443-45976-6,03-06-13 10:25,groucho-eu,3175447502,ICMP,Retail,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,0
10.42.0.211-119.146.74.33-58150-443-6,03-06-13 10:25,groucho-eu,3175447502,ICMP,Media,,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,0
172.217.12.174-10.42.0.151-443-34240-6,03-06-13 10:25,groucho-eu,3175447502,ICMP,"Web,Tech",,,189.69.123.206,BR,Brazil,Estado de Sao Paulo,-23.4733,-46.6658,0
10.42.0.151-54.72.9.51-34215-443-6,03-06-13 10:25,groucho-oregon,1031947814,TCP,Fashion,6000,1433,61.130.70.38,CN,China,,35,105,1
10.42.0.211-10.42.0.1-49967-53-17,03-06-13 10:31,groucho-oregon,1033070356,TCP,Question & Answer,6000,1433,61.147.103.20,CN,China,Jiangsu Sheng,32.0617,118.7778,1
10.42.0.1-10.42.0.42-53-10993-17,03-06-13 10:32,groucho-oregon,1945017134,TCP,Military,6000,1433,115.238.155.46,CN,China,Zhejiang Sheng,30.2936,120.1614,0
222.73.28.96-10.42.0.42-80-55915-6,03-06-13 10:35,groucho-tokyo,2152309369,TCP,"Consulting,Accounting",1279,445,128.73.162.121,RU,Russia,,60,100,0
10.42.0.211-52.72.159.231-48253-443-6,03-06-13 10:35,groucho-tokyo,2152309369,TCP,"Financial,Credit Reporting",1279,445,128.73.162.121,RU,Russia,,60,100,0
10.42.0.211-104.244.42.66-52522-443-6,03-06-13 10:35,groucho-us-east,2036394308,TCP,Financial,2989,445,121.96.233.68,PH,Philippines,Province of Nueva Ecija,15.5512,120.8147,1
203.130.53.126-10.42.0.211-80-54052-6,03-06-13 10:35,groucho-us-east,2036394308,TCP,Telecoms,2989,445,121.96.233.68,PH,Philippines,Province of Nueva Ecija,15.5512,120.8147,1
10.42.0.151-10.42.0.1-36365-53-17,03-06-13 10:35,groucho-sydney,2379512118,TCP,Political,40312,443,141.212.121.54,US,United States,Michigan,42.2923,-83.7145,1
